"Timestamp","Płeć","Wiek","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem w złym humorze.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się świetnie.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem w złym nastroju.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się rozluźniony i spokojny.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się szaro i beznadziejnie.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem w dobrym humorze.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem pogodny.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się przygnębiony.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Moje samopoczucie jest złe.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Moje samopoczucie jest dobre.]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Radość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Niepokój]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Strach]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Miłość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Gniew]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wesołość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Upokorzenie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Smutek]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wzburzenie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Lęk]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Żal ]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Obawa]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Złość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Załamanie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Szczęście]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wściekłość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Oddanie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Zadowolenie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Czułość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wstyd]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Poczucie winy]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Przywiązanie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Depresja]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Nieszczęście]","Ile godzin średnio przesypiasz w ciągu doby?","Czy masz wyznaczone pory snu?","Jak oceniasz jakość swojego snu?","Ile godzin tygodniowo poświęcasz na sport?","Jaki środek transportu wybierasz najczęściej?","Jak oceniasz swoją kondycję fizyczną?","Ile godzin (średnio) w ciągu dnia korzystasz z urządzeń elektronicznych (komputer, laptop, tablet) pracując lub ucząc się?","Ile godzin dziennie poświęcasz na korzystanie z urządzeń w celach rozrywkowych?","Czy zdarza Ci się mieć poczucie, że za dużo czasu spędzasz korzystając z urządzeń elektronicznych?","Co przeważa w Twojej diecie?","Jaką wagę przywiązujesz do jakości swoich posiłków?","Jak oceniasz regularność swoich posiłków?","Czy masz kogoś, na kim możesz polegać w trudnej sytuacji?","Z iloma osobami utrzymujesz regularny kontakt w celach towarzyskich?","Jakie znaczenie mają dla Ciebie kontakty z innymi ludźmi?"
"2019/11/05 9:16:05 PM GMT+1","kobieta","14","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","często","czasami","czasami","często","czasami","często","rzadko","często","czasami","czasami","czasami","czasami","czasami","czasami","często","często","często","często","rzadko","rzadko","rzadko","często","rzadko","czasami","6-8","2","1","2,5 - 4","komunikacja miejska","3","3 - 5","2 - 3","nigdy","mięso i ciężkostrawne potrawy","jest to dla mnie dość ważne","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","2"
"2019/11/05 9:16:47 PM GMT+1","kobieta","18","nie zgadzam się","raczej się zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","czasami","rzadko","czasami","bardzo rzadko","często","czasami","nigdy","bardzo rzadko","rzadko","nigdy","nigdy","czasami","nigdy","nigdy","rzadko","bardzo rzadko","nigdy","czasami","nigdy","nigdy","nigdy","nigdy","nigdy","nigdy","8-10","4","4","więcej niż 4","samochód","3","3 - 5","1 - 2","czasami","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","4"
"2019/11/05 9:19:45 PM GMT+1","kobieta","15","raczej się nie zgadzam","raczej się zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","raczej się zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","często","zawsze","zawsze","nigdy","rzadko","często","bardzo rzadko","rzadko","bardzo rzadko","zawsze","bardzo rzadko","zawsze","rzadko","rzadko","często","bardzo rzadko","bardzo rzadko","czasami","bardzo rzadko","często","nigdy","bardzo rzadko","bardzo rzadko","bardzo rzadko","6-8","3","5","1 - 2,5","komunikacja miejska","2","3 - 5","1 - 2","czasami","fast food","nie jest to moim priorytetem","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","2 - 3","3"
"2019/11/05 9:20:10 PM GMT+1","kobieta","15","trochę tak, trochę nie","raczej się zgadzam","trochę tak, trochę nie","zgadzam się","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","raczej się zgadzam","często","często","rzadko","rzadko","czasami","często","rzadko","czasami","rzadko","czasami","czasami","czasami","bardzo rzadko","czasami","często","rzadko","bardzo rzadko","rzadko","rzadko","czasami","rzadko","rzadko","rzadko","rzadko","6-8","3","4","mniej niż 1","samochód","3","3 - 5","2 - 3","rzadko","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","2 - 3","4"
"2019/11/05 9:40:26 PM GMT+1","mężczyzna","18","trochę tak, trochę nie","nie zgadzam się","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","nie zgadzam się","trochę tak, trochę nie","zgadzam się","raczej się zgadzam","nie zgadzam się","często","często","rzadko","bardzo rzadko","czasami","czasami","nigdy","bardzo często","nigdy","czasami","czasami","często","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","czasami","rzadko","rzadko","rzadko","bardzo często","zawsze","czasami","czasami","4-6","1","2","więcej niż 4","rower","3","mniej niż 3","1 - 2","często","mam zbilansowaną dietę","jest to dla mnie dość ważne","jem nieregularnie","nie czuję się komfortowo rozmawiając na trudne tematy z rodziną/znajomymi","2 - 3","2"
"2019/11/05 10:24:24 PM GMT+1","mężczyzna","20","raczej się zgadzam","trochę tak, trochę nie","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","nie zgadzam się","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","czasami","czasami","bardzo często","rzadko","często","rzadko","często","bardzo często","nigdy","czasami","zawsze","bardzo często","często","czasami","czasami","nigdy","bardzo rzadko","czasami","nigdy","bardzo często","zawsze","nigdy","czasami","bardzo często","6-8","5","4","1 - 2,5","rower","3","powyżej 8","mniej niż 1","rzadko","żywność mocno przetworzona (mrożonki, gotowe dania)","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","z rodziną/znajomymi nie poruszam poważnych tematów","2 - 3","3"
"2019/11/05 10:25:34 PM GMT+1","kobieta","15 lat","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","nie zgadzam się","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","zgadzam się","raczej się nie zgadzam","raczej się nie zgadzam","często","bardzo często","bardzo często","nigdy","często","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","6-8","5","2","2,5 - 4","chodzę pieszo","3","3 - 5","2 - 3","czasami","fast food","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","2 - 3","4"
"2019/11/06 5:59:04 AM GMT+1","kobieta","15","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","czasami","często","bardzo rzadko","bardzo rzadko","nigdy","czasami","bardzo rzadko","często","czasami","rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","czasami","rzadko","nigdy","czasami","rzadko","często","bardzo rzadko","rzadko","często","czasami","rzadko","6-8","3","4","1 - 2,5","samochód","3","mniej niż 3","1 - 2","czasami","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","jem nieregularnie","nie czuję się komfortowo rozmawiając na trudne tematy z rodziną/znajomymi","1","2"
"2019/11/06 8:38:55 AM GMT+1","mężczyzna","18","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","bardzo często","często","czasami","bardzo często","czasami","często","nigdy","często","czasami","bardzo często","często","często","często","często","często","czasami","często","rzadko","często","bardzo rzadko","czasami","często","nigdy","bardzo rzadko","6-8","3","4","nie uprawiam żadnego sportu","samochód","3","nie używam/rzadko używam komputera do pracy/nauki","więcej niż 4","często","mięso i ciężkostrawne potrawy","nie jest to moim priorytetem","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","4"
"2019/11/06 9:41:58 AM GMT+1","kobieta","21","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","zgadzam się","bardzo często","bardzo często","bardzo często","bardzo rzadko","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","8-10","5","5","mniej niż 1","samochód","1","3 - 5","mniej niż 1","często","mięso i ciężkostrawne potrawy","jest to dla mnie dość ważne","zazwyczaj jem regularnie","na ogół mam do kogo zwrócić się z problemem","5 i więcej","5"
"2019/11/06 10:49:30 AM GMT+1","mężczyzna","46","trochę tak, trochę nie","raczej się zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","nie zgadzam się","trochę tak, trochę nie","raczej się zgadzam","nie zgadzam się","trochę tak, trochę nie","trochę tak, trochę nie","często","często","rzadko","rzadko","czasami","czasami","nigdy","czasami","często","nigdy","bardzo rzadko","rzadko","czasami","bardzo rzadko","rzadko","często","czasami","czasami","czasami","nigdy","nigdy","bardzo często","bardzo rzadko","nigdy","4-6","5","4","nie uprawiam żadnego sportu","samochód","3","powyżej 8","1 - 2","nigdy","mam zbilansowaną dietę","nie jest to moim priorytetem","zazwyczaj jem regularnie","nie czuję się komfortowo rozmawiając na trudne tematy z rodziną/znajomymi","0","4"
"2019/11/06 11:03:21 AM GMT+1","mężczyzna","21","nie zgadzam się","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","nie zgadzam się","zgadzam się","zgadzam się","raczej się nie zgadzam","nie zgadzam się","zgadzam się","bardzo często","nigdy","rzadko","często","często","często","bardzo rzadko","bardzo rzadko","rzadko","nigdy","często","czasami","czasami","czasami","często","bardzo rzadko","często","często","często","bardzo rzadko","rzadko","bardzo często","nigdy","nigdy","4-6","3","2","1 - 2,5","samochód","3","powyżej 8","1 - 2","czasami","mięso i ciężkostrawne potrawy","jest to dla mnie dość ważne","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","4"
"2019/11/06 11:16:07 AM GMT+1","mężczyzna","21","raczej się nie zgadzam","raczej się zgadzam","nie zgadzam się","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","zgadzam się","często","często","rzadko","bardzo często","nigdy","bardzo często","nigdy","często","bardzo rzadko","rzadko","nigdy","czasami","bardzo rzadko","czasami","bardzo często","nigdy","często","bardzo często","zawsze","bardzo rzadko","bardzo rzadko","zawsze","czasami","rzadko","6-8","2","3","1 - 2,5","komunikacja miejska","2","5 - 8","więcej niż 4","często","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","4"
"2019/11/06 11:23:11 AM GMT+1","mężczyzna","23","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","często","czasami","czasami","bardzo rzadko","czasami","często","nigdy","czasami","czasami","czasami","rzadko","czasami","czasami","rzadko","czasami","rzadko","bardzo rzadko","czasami","czasami","nigdy","bardzo rzadko","rzadko","bardzo rzadko","bardzo rzadko","6-8","4","3","mniej niż 1","chodzę pieszo","3","powyżej 8","więcej niż 4","często","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","4 - 5","4"
"2019/11/06 11:50:34 AM GMT+1","mężczyzna","57","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","trochę tak, trochę nie","nie zgadzam się","nie zgadzam się","trochę tak, trochę nie","czasami","czasami","rzadko","często","rzadko","czasami","nigdy","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","nigdy","czasami","rzadko","czasami","czasami","czasami","nigdy","bardzo rzadko","często","nigdy","nigdy","4-6","3","3","2,5 - 4","samochód","3","5 - 8","mniej niż 1","rzadko","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","staram się jeść regularnie","na ogół mam do kogo zwrócić się z problemem","2 - 3","3"
"2019/11/06 12:26:06 PM GMT+1","kobieta","26","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","raczej się zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","często","bardzo często","czasami","często","bardzo często","często","rzadko","czasami","czasami","rzadko","często","bardzo często","często","czasami","często","nigdy","często","często","czasami","czasami","często","rzadko","bardzo rzadko","bardzo rzadko","6-8","5","5","1 - 2,5","samochód","3","powyżej 8","1 - 2","bardzo często","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","zazwyczaj jem regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","4"
"2019/11/06 1:23:15 PM GMT+1","mężczyzna","59","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","nigdy","nigdy","zawsze","nigdy","bardzo często","nigdy","nigdy","bardzo rzadko","nigdy","nigdy","nigdy","nigdy","nigdy","bardzo często","nigdy","bardzo często","bardzo często","bardzo często","nigdy","nigdy","zawsze","nigdy","nigdy","6-8","5","5","mniej niż 1","samochód","3","5 - 8","1 - 2","rzadko","mam zbilansowaną dietę","jest to dla mnie dość ważne","zazwyczaj jem regularnie","na ogół mam do kogo zwrócić się z problemem","5 i więcej","5"
"2019/11/06 2:52:40 PM GMT+1","mężczyzna","30","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","rzadko","bardzo często","często","czasami","często","rzadko","często","często","bardzo często","często","często","bardzo często","bardzo często","bardzo często","czasami","bardzo często","często","rzadko","czasami","rzadko","czasami","czasami","bardzo często","często","6-8","2","1","nie uprawiam żadnego sportu","motocykl","2","powyżej 8","1 - 2","czasami","mięso i ciężkostrawne potrawy","wszystko mi jedno","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","5"
"2019/11/07 7:41:08 AM GMT+1","mężczyzna","20","nie zgadzam się","raczej się zgadzam","nie zgadzam się","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","zgadzam się","nie zgadzam się","nie zgadzam się","raczej się zgadzam","bardzo często","rzadko","rzadko","czasami","czasami","często","nigdy","bardzo rzadko","rzadko","rzadko","rzadko","czasami","rzadko","bardzo rzadko","bardzo często","bardzo rzadko","bardzo często","bardzo często","czasami","bardzo rzadko","bardzo rzadko","bardzo często","nigdy","bardzo rzadko","4-6","4","3","1 - 2,5","rower","4","3 - 5","mniej niż 1","rzadko","żywność mocno przetworzona (mrożonki, gotowe dania)","jest to dla mnie dość ważne","zazwyczaj jem regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","5"
"2019/11/08 12:08:44 AM GMT+1","mężczyzna","40","raczej się zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","rzadko","rzadko","bardzo rzadko","czasami","rzadko","czasami","nigdy","bardzo rzadko","rzadko","bardzo rzadko","czasami","bardzo rzadko","rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","rzadko","rzadko","bardzo rzadko","bardzo rzadko","czasami","rzadko","bardzo rzadko","6-8","3","3","nie uprawiam żadnego sportu","samochód","2","5 - 8","mniej niż 1","rzadko","żywność mocno przetworzona (mrożonki, gotowe dania)","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","2 - 3","3"
"2019/11/08 7:00:03 AM GMT+1","mężczyzna","59","raczej się zgadzam","zgadzam się","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","zgadzam się","raczej się nie zgadzam","raczej się nie zgadzam","zgadzam się","często","bardzo rzadko","nigdy","bardzo często","nigdy","często","nigdy","nigdy","bardzo rzadko","nigdy","nigdy","bardzo rzadko","nigdy","nigdy","często","nigdy","często","bardzo często","bardzo często","rzadko","rzadko","często","nigdy","nigdy","6-8","5","4","1 - 2,5","komunikacja miejska","3","mniej niż 3","mniej niż 1","rzadko","mam zbilansowaną dietę","jest to dla mnie dość ważne","zazwyczaj jem regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","4"
"2019/11/08 11:11:01 AM GMT+1","mężczyzna","35","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","raczej się zgadzam","nie zgadzam się","nie zgadzam się","zgadzam się","czasami","rzadko","nigdy","bardzo rzadko","nigdy","czasami","nigdy","rzadko","nigdy","nigdy","nigdy","czasami","bardzo rzadko","nigdy","czasami","nigdy","nigdy","często","często","rzadko","czasami","czasami","nigdy","nigdy","6-8","3","3","więcej niż 4","samochód","4","mniej niż 3","mniej niż 1","często","mam zbilansowaną dietę","jest to dla mnie dość ważne","zazwyczaj jem regularnie","na ogół mam do kogo zwrócić się z problemem","2 - 3","4"
"2019/11/08 2:38:58 PM GMT+1","mężczyzna","23","raczej się nie zgadzam","zgadzam się","nie zgadzam się","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","raczej się zgadzam","nie zgadzam się","nie zgadzam się","raczej się zgadzam","bardzo często","rzadko","bardzo rzadko","bardzo często","rzadko","często","bardzo rzadko","bardzo rzadko","bardzo rzadko","rzadko","rzadko","czasami","rzadko","bardzo rzadko","bardzo często","bardzo rzadko","często","często","często","bardzo rzadko","rzadko","często","nigdy","bardzo rzadko","8-10","4","4","2,5 - 4","samochód","3","5 - 8","1 - 2","czasami","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","5 i więcej","4"
"2019/11/08 8:36:56 PM GMT+1","kobieta","37","raczej się nie zgadzam","raczej się zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","często","czasami","rzadko","często","czasami","czasami","bardzo rzadko","bardzo rzadko","czasami","rzadko","bardzo rzadko","rzadko","czasami","nigdy","czasami","rzadko","bardzo często","bardzo często","bardzo często","bardzo rzadko","nigdy","bardzo często","nigdy","nigdy","6-8","4","4","mniej niż 1","samochód","4","5 - 8","1 - 2","czasami","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","4"
"2019/11/09 8:15:40 AM GMT+1","mężczyzna","21","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","zgadzam się","raczej się nie zgadzam","nie zgadzam się","raczej się zgadzam","często","czasami","bardzo rzadko","nigdy","czasami","bardzo często","nigdy","czasami","czasami","nigdy","bardzo rzadko","rzadko","rzadko","nigdy","często","nigdy","często","często","bardzo rzadko","nigdy","nigdy","bardzo często","nigdy","rzadko","6-8","2","3","nie uprawiam żadnego sportu","chodzę pieszo","3","5 - 8","więcej niż 4","czasami","żywność mocno przetworzona (mrożonki, gotowe dania)","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","5"
"2019/11/09 2:07:04 PM GMT+1","kobieta","44","raczej się zgadzam","trochę tak, trochę nie","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","często","czasami","bardzo rzadko","czasami","rzadko","czasami","bardzo rzadko","rzadko","czasami","rzadko","rzadko","rzadko","rzadko","bardzo rzadko","często","czasami","rzadko","czasami","czasami","bardzo rzadko","rzadko","czasami","nigdy","bardzo rzadko","6-8","5","5","więcej niż 4","rower","4","nie używam/rzadko używam komputera do pracy/nauki","2 - 3","rzadko","warzywa i owoce","jest to dla mnie dość ważne","jem nieregularnie","na ogół mam do kogo zwrócić się z problemem","2 - 3","3"
